######## ELECTION INFO ########,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo County,113,2,20,66,2-20-66,,,,,Round 1: 0.096835692001909331,,,AUDITED,MICHELLE (SHELLY) A. SNODERLY,MICHELLE (SHELLY) A. SNODERLY,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,JERI FAYE STOUT,JERI FAYE STOUT,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,20,71,2-20-71,Round 1: 0.014042427068403965,,Round 1: 0.014042427068403965,,Round 1: 0.014042427068403965,,,AUDITED,BLANK,,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,20,73,2-20-73,Round 1: 0.033152467630483551,,Round 1: 0.033152467630483551,,Round 1: 0.033152467630483551,,,AUDITED,BLANK,,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,20,88,2-20-88,,,,,Round 1: 0.121739727757690324,,,AUDITED,SANDY LUND,SANDY LUND,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,MICHAEL CARRINGTON,MICHAEL CARRINGTON,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,20,92,2-20-92,,,,,"Round 1: 0.081559550679579803, 0.136826530341263315",,,AUDITED,"SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,20,101,2-20-0101,,,,,Round 1: 0.076763509519033618,,,AUDITED,SANDY LUND,SANDY LUND,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,KERRY KOONTZ,KERRY KOONTZ,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,20,102,2-20-0102,Round 1: 0.033459982961147042,,Round 1: 0.033459982961147042,,Round 1: 0.033459982961147042,,,AUDITED,"SANDY LUND, PAUL HUETTE","SANDY LUND, PAUL HUETTE",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"MICHAEL CARRINGTON, KERRY KOONTZ","MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,21,9,2-21-2009,,,,,"Round 1: 0.089247749912828677, 0.100391005987675494",,,AUDITED,"SANDY LUND, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"CAROL K. OZA, JERI FAYE STOUT, MICHAEL CARRINGTON","CAROL K. OZA, JERI FAYE STOUT, MICHAEL CARRINGTON",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,21,11,2-21-11,,,,,Round 1: 0.065733968552933360,,,AUDITED,"SANDY LUND, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"CAROL K. OZA, JERI FAYE STOUT, MICHAEL CARRINGTON","CAROL K. OZA, JERI FAYE STOUT, MICHAEL CARRINGTON",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,21,16,2-21-16,Round 1: 0.058336804499173696,,,,Round 1: 0.058336804499173696,,,AUDITED,BLANK,,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,21,25,2-21-25,Round 1: 0.056769004109450997,,,,Round 1: 0.056769004109450997,,,AUDITED,"SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,21,48,2-21-48,,,,,"Round 1: 0.082161170521511816, 0.092296302914391855",,,AUDITED,"PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,21,62,2-21-62,,,,,Round 1: 0.117978659478578315,,,AUDITED,"SANDY LUND, PAUL HUETTE","SANDY LUND, PAUL HUETTE",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,KERRY KOONTZ,KERRY KOONTZ,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,21,64,2-21-64,,,,,Round 1: 0.079303288180657044,,,AUDITED,"SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,21,84,2-21-84,,,,,"Round 1: 0.087519608317231457, 0.110838118716900690",,,AUDITED,"SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,21,100,2-21-0100,,,,,Round 1: 0.089976906420366611,,,AUDITED,"SANDY LUND, PAUL HUETTE, TUSHAR RAMAN OZA","SANDY LUND, PAUL HUETTE, TUSHAR RAMAN OZA",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,21,101,2-21-0101,"Round 1: 0.013928072286849660, 0.025073304355659937",,"Round 1: 0.013928072286849660, 0.025073304355659937",,"Round 1: 0.013928072286849660, 0.025073304355659937",,,AUDITED,"PAUL HUETTE, TUSHAR RAMAN OZA","PAUL HUETTE, TUSHAR RAMAN OZA",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, KERRY KOONTZ","JERI FAYE STOUT, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,24,2-44-24,,,,,Round 1: 0.107261953189678505,,,AUDITED,TUSHAR RAMAN OZA,TUSHAR RAMAN OZA,,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"CAROL K. OZA, JERI FAYE STOUT, KERRY KOONTZ","CAROL K. OZA, JERI FAYE STOUT, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,26,2-44-26,,,,,Round 1: 0.070465621840118715,,,AUDITED,"SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"CAROL K. OZA, JERI FAYE STOUT, MICHAEL CARRINGTON","CAROL K. OZA, JERI FAYE STOUT, MICHAEL CARRINGTON",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,36,2-44-36,"Round 1: 0.004212878316741040, 0.042443297304080747",,"Round 1: 0.004212878316741040, 0.042443297304080747",,"Round 1: 0.004212878316741040, 0.042443297304080747",,,AUDITED,"SANDY LUND, PAUL HUETTE","SANDY LUND, PAUL HUETTE",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"CAROL K. OZA, JERI FAYE STOUT, MICHAEL CARRINGTON","CAROL K. OZA, JERI FAYE STOUT, MICHAEL CARRINGTON",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,50,2-44-50,,,,,Round 1: 0.127201748308640922,,,AUDITED,SANDY LUND,SANDY LUND,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,JERI FAYE STOUT,JERI FAYE STOUT,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,58,2-44-58,,,,,Round 1: 0.121823678430499772,,,AUDITED,MICHELLE (SHELLY) A. SNODERLY,MICHELLE (SHELLY) A. SNODERLY,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,59,2-44-59,,,,,Round 1: 0.136761123440347048,,,AUDITED,PAUL HUETTE,PAUL HUETTE,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,JERI FAYE STOUT,JERI FAYE STOUT,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,62,2-44-62,,,,,Round 1: 0.117468410818883114,,,AUDITED,"SANDY LUND, PAUL HUETTE","SANDY LUND, PAUL HUETTE",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,66,2-44-66,Round 1: 0.013772492507444086,,Round 1: 0.013772492507444086,,Round 1: 0.013772492507444086,,,AUDITED,"SANDY LUND, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,71,2-44-71,,,,,Round 1: 0.107485869534962685,,,AUDITED,SANDY LUND,SANDY LUND,,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"MICHAEL CARRINGTON, KERRY KOONTZ","MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,74,2-44-74,,,,,Round 1: 0.084663143765293339,,,AUDITED,"SANDY LUND, PAUL HUETTE, TUSHAR RAMAN OZA","SANDY LUND, PAUL HUETTE, TUSHAR RAMAN OZA",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"CAROL K. OZA, MICHAEL CARRINGTON","CAROL K. OZA, MICHAEL CARRINGTON",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,86,2-44-86,Round 1: 0.016246810900270190,,Round 1: 0.016246810900270190,,Round 1: 0.016246810900270190,,,AUDITED,"SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,90,2-44-90,,,,,Round 1: 0.099522775804894795,,,AUDITED,BLANK,,,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,95,2-44-95,,,,,Round 1: 0.111095723850853003,,,AUDITED,SANDY LUND,SANDY LUND,,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,KERRY KOONTZ,KERRY KOONTZ,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,108,2-44-108,Round 1: 0.005913803719244278,,Round 1: 0.005913803719244278,,Round 1: 0.005913803719244278,,,AUDITED,"SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,112,2-44-112,,,,,Round 1: 0.080054917892131945,,,AUDITED,"PAUL HUETTE, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY","PAUL HUETTE, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"CAROL K. OZA, JERI FAYE STOUT, KERRY KOONTZ","CAROL K. OZA, JERI FAYE STOUT, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,113,2-44-113,,,,,Round 1: 0.089909485828382555,,,AUDITED,"SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,116,2-44-116,,,,,Round 1: 0.122090446013262573,,,AUDITED,"SANDY LUND, PAUL HUETTE, TUSHAR RAMAN OZA","SANDY LUND, PAUL HUETTE, TUSHAR RAMAN OZA",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,44,133,2-44-133,,,,,"Round 1: 0.087625639093198265, 0.093237653468609596",,,AUDITED,BLANK,,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,1,2-45-1,,,,,Round 1: 0.133271517948970785,,,AUDITED,"SANDY LUND, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,KERRY KOONTZ,KERRY KOONTZ,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,12,2-45-12,Round 1: 0.031295582742436945,,Round 1: 0.031295582742436945,,Round 1: 0.031295582742436945,,,AUDITED,"SANDY LUND, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,23,2-45-23,,,,,Round 1: 0.129337311764212181,,,AUDITED,"SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, KERRY KOONTZ","JERI FAYE STOUT, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,30,2-45-30,,,,,Round 1: 0.068175643009819208,,,AUDITED,SANDY LUND,SANDY LUND,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,MICHAEL CARRINGTON,MICHAEL CARRINGTON,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,38,2-45-38,,,,,Round 1: 0.121905363692304568,,,AUDITED,"SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"CAROL K. OZA, MICHAEL CARRINGTON, KERRY KOONTZ","CAROL K. OZA, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,41,2-45-41,,,,,Round 1: 0.095838024000756954,,,AUDITED,"SANDY LUND, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,47,2-45-47,Round 1: 0.031037545224359018,,Round 1: 0.031037545224359018,,Round 1: 0.031037545224359018,,,AUDITED,"SANDY LUND, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,MICHAEL CARRINGTON,MICHAEL CARRINGTON,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,65,2-45-65,,,,,Round 1: 0.061586911757413404,,,AUDITED,BLANK,,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,66,2-45-66,Round 1: 0.057444993821988264,,,,Round 1: 0.057444993821988264,,,AUDITED,PAUL HUETTE,PAUL HUETTE,,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,75,2-45-75,Round 1: 0.035261327755377591,,Round 1: 0.035261327755377591,,Round 1: 0.035261327755377591,,,AUDITED,PAUL HUETTE,PAUL HUETTE,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,82,2-45-82,,,,,Round 1: 0.101350282016620502,,,AUDITED,"SANDY LUND, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,MICHAEL CARRINGTON,MICHAEL CARRINGTON,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,87,2-45-87,,,,,Round 1: 0.122831947904473335,,,AUDITED,"SANDY LUND, PAUL HUETTE, TUSHAR RAMAN OZA","SANDY LUND, PAUL HUETTE, TUSHAR RAMAN OZA",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,91,2-45-91,Round 1: 0.023456727323850326,,Round 1: 0.023456727323850326,,Round 1: 0.023456727323850326,,,AUDITED,"SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,93,2-45-93,,,,,Round 1: 0.135542974223354620,,,AUDITED,BLANK,,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,94,2-45-94,"Round 1: 0.027293052560969136, 0.037725309158592894",,"Round 1: 0.027293052560969136, 0.037725309158592894",,"Round 1: 0.027293052560969136, 0.037725309158592894",,,AUDITED,SANDY LUND,SANDY LUND,,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,KERRY KOONTZ,KERRY KOONTZ,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,96,2-45-96,Round 1: 0.003707365682010731,,Round 1: 0.003707365682010731,,Round 1: 0.003707365682010731,,,AUDITED,"SANDY LUND, PAUL HUETTE","SANDY LUND, PAUL HUETTE",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,MICHAEL CARRINGTON,MICHAEL CARRINGTON,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,100,2-45-100,Round 1: 0.045004912063698952,,Round 1: 0.045004912063698952,,"Round 1: 0.045004912063698952, 0.106210159369540312",,,AUDITED,"SANDY LUND, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,45,102,2-45-102,,,,,Round 1: 0.093889462498156321,,,AUDITED,PAUL HUETTE,PAUL HUETTE,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,KERRY KOONTZ,KERRY KOONTZ,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
